      price  quantity  type
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.3197     1
1  38531000    0.0617     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38522000    0.0096     0
1  38517000    0.1472     0
2  38516000    0.0491     0
3  38515000    0.0080     0
4  38514000    0.0938     0
0  38530000    1.2354     1
1  38531000    0.0051     1
2  38533000    0.1283     1
3  38534000    0.0896     1
4  38535000    0.0383     1


      price  quantity  type
0  38514000    0.0096     0
1  38504000    0.0853     0
2  38502000    0.0564     0
3  38501000    0.0047     0
4  38500000    0.0042     0
0  38515000    0.0707     1
1  38516000    0.1008     1
2  38518000    0.0632     1
3  38519000    0.0957     1
4  38520000    0.0400     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38504000    0.0853     0
1  38502000    0.0564     0
2  38501000    0.0047     0
3  38500000    0.0042     0
4  38499000    0.0286     0
0  38512000    0.0610     1
1  38513000    0.0094     1
2  38515000    0.0707     1
3  38516000    0.1900     1
4  38517000    0.0389     1


      price  quantity  type
0  38489000    0.0574     0
1  38483000    0.0662     0
2  38482000    0.5086     0
3  38481000    0.0882     0
4  38480000    0.0104     0
0  38498000    0.1837     1
1  38500000    0.0042     1
2  38501000    0.2355     1
3  38502000    0.0282     1
4  38503000    0.0570     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38480000    0.1003     0
3  38477000    0.0617     0
4  38474000    0.1056     0
0  38493000    0.0683     1
1  38494000    0.0408     1
2  38495000    0.0403     1
3  38496000    0.0569     1
4  38497000    0.0833     1


      price  quantity  type
0  38483000    0.2054     0
1  38482000    0.5086     0
2  38480000    0.1003     0
3  38477000    0.0617     0
4  38474000    0.1056     0
0  38493000    0.0603     1
1  38497000    0.0833     1
2  38498000    0.1837     1
3  38500000    0.0081     1
4  38501000    0.1342     1


      price  quantity  type
0  38486000    0.0847     0
1  38485000    0.0700     0
2  38483000    0.2054     0
3  38482000    0.5086     0
4  38481000    0.0058     0
0  38494000    0.0974     1
1  38499000    0.1250     1
2  38501000    0.1517     1
3  38502000    0.0932     1
4  38503000    0.0390     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1003     0
4  38476000    0.0609     0
0  38493000    0.0401     1
1  38494000    0.1581     1
2  38495000    0.0844     1
3  38497000    0.0889     1
4  38499000    0.0852     1


      price  quantity  type
0  38483000    0.2041     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1003     0
4  38476000    0.0609     0
0  38494000    0.1282     1
1  38495000    0.0844     1
2  38497000    0.0889     1
3  38501000    0.1218     1
4  38503000    1.2360     1


      price  quantity  type
0  38483000    0.2041     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1003     0
4  38476000    0.0609     0
0  38494000    0.1282     1
1  38495000    0.0844     1
2  38497000    0.0889     1
3  38501000    0.1218     1
4  38503000    1.2360     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1160     0
4  38476000    0.0609     0
0  38492000    0.0080     1
1  38494000    0.0892     1
2  38495000    0.1236     1
3  38496000    0.0160     1
4  38497000    0.0936     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1160     0
4  38476000    0.0609     0
0  38492000    0.0080     1
1  38494000    0.0892     1
2  38495000    0.1236     1
3  38496000    0.0160     1
4  38497000    0.0936     1


      price  quantity  type
0  38486000    0.0850     0
1  38485000    0.0608     0
2  38483000    0.0954     0
3  38482000    0.7065     0
4  38481000    0.0058     0
0  38496000    0.0160     1
1  38497000    0.0047     1
2  38500000    0.0212     1
3  38501000    0.1854     1
4  38503000    1.2360     1


      price  quantity  type
0  38485000    0.0608     0
1  38483000    0.0954     0
2  38482000    0.6457     0
3  38481000    0.0058     0
4  38480000    0.1160     0
0  38496000    0.0160     1
1  38497000    0.0047     1
2  38498000    0.0684     1
3  38500000    0.0212     1
4  38501000    0.1854     1


      price  quantity  type
0  38489000    0.0574     0
1  38483000    0.0662     0
2  38482000    0.5086     0
3  38481000    0.0882     0
4  38480000    0.0104     0
0  38498000    0.1837     1
1  38500000    0.0042     1
2  38501000    0.2355     1
3  38502000    0.0282     1
4  38503000    0.0570     1


      price  quantity  type
0  38483000    0.2054     0
1  38482000    0.5086     0
2  38480000    0.1003     0
3  38477000    0.0617     0
4  38474000    0.1056     0
0  38493000    0.0603     1
1  38497000    0.0833     1
2  38498000    0.1837     1
3  38500000    0.0081     1
4  38501000    0.1342     1


      price  quantity  type
0  38495000    0.0001     0
1  38494000    0.1088     0
2  38492000    0.0004     0
3  38486000    0.0847     0
4  38485000    0.0700     0
0  38498000    0.0662     1
1  38501000    0.1731     1
2  38502000    0.0932     1
3  38503000    0.0390     1
4  38508000    0.0561     1


      price  quantity  type
0  38486000    0.0847     0
1  38485000    0.0700     0
2  38483000    0.2054     0
3  38482000    0.5086     0
4  38481000    0.0058     0
0  38494000    0.0974     1
1  38499000    0.1250     1
2  38501000    0.1517     1
3  38502000    0.0932     1
4  38503000    0.0390     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1003     0
4  38476000    0.0609     0
0  38493000    0.0401     1
1  38494000    0.1581     1
2  38495000    0.0844     1
3  38497000    0.0889     1
4  38499000    0.0852     1


      price  quantity  type
0  38483000    0.2041     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1003     0
4  38476000    0.0609     0
0  38494000    0.1282     1
1  38495000    0.0844     1
2  38497000    0.0889     1
3  38501000    0.1218     1
4  38503000    1.2360     1


      price  quantity  type
0  38483000    0.2041     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1003     0
4  38476000    0.0609     0
0  38494000    0.1282     1
1  38495000    0.0844     1
2  38497000    0.0889     1
3  38501000    0.1218     1
4  38503000    1.2360     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1160     0
4  38476000    0.0609     0
0  38492000    0.0080     1
1  38494000    0.0892     1
2  38495000    0.1236     1
3  38496000    0.0160     1
4  38497000    0.0936     1


      price  quantity  type
0  38483000    0.1168     0
1  38482000    0.5086     0
2  38481000    0.0058     0
3  38480000    0.1160     0
4  38476000    0.0609     0
0  38492000    0.0080     1
1  38494000    0.0892     1
2  38495000    0.1236     1
3  38496000    0.0160     1
4  38497000    0.0936     1


      price  quantity  type
0  38486000    0.0850     0
1  38485000    0.0608     0
2  38483000    0.0954     0
3  38482000    0.7065     0
4  38481000    0.0058     0
0  38496000    0.0160     1
1  38497000    0.0047     1
2  38500000    0.0212     1
3  38501000    0.1854     1
4  38503000    1.2360     1


      price  quantity  type
0  38485000    0.0608     0
1  38483000    0.0954     0
2  38482000    0.6457     0
3  38481000    0.0058     0
4  38480000    0.1160     0
0  38496000    0.0160     1
1  38497000    0.0047     1
2  38498000    0.0684     1
3  38500000    0.0212     1
4  38501000    0.1854     1


      price  quantity  type
0  38482000    0.4696     0
1  38480000    0.0261     0
2  38474000    0.1056     0
3  38472000    0.0055     0
4  38471000    0.1464     0
0  38485000    0.2073     1
1  38486000    0.0646     1
2  38487000    0.0397     1
3  38492000    0.0093     1
4  38494000    0.0573     1


      price  quantity  type
0  38482000    0.1927     0
1  38480000    0.0104     0
2  38474000    0.0546     0
3  38472000    0.0055     0
4  38471000    0.0583     0
0  38483000    0.0079     1
1  38485000    0.1460     1
2  38486000    0.0646     1
3  38487000    0.0555     1
4  38492000    0.0093     1


      price  quantity  type
0  38482000    0.1927     0
1  38480000    0.0104     0
2  38473000    0.0150     0
3  38472000    0.0055     0
4  38471000    0.1436     0
0  38485000    0.1012     1
1  38486000    0.0508     1
2  38487000    0.0158     1
3  38492000    0.0093     1
4  38494000    0.0056     1


      price  quantity  type
0  38482000    0.1927     0
1  38480000    0.0104     0
2  38473000    0.0150     0
3  38472000    0.0055     0
4  38471000    0.1436     0
0  38486000    0.0480     1
1  38487000    0.0158     1
2  38491000    0.0409     1
3  38492000    0.0093     1
4  38494000    0.0056     1


      price  quantity  type
0  38482000    0.1927     0
1  38480000    0.0104     0
2  38473000    0.0150     0
3  38472000    0.0699     0
4  38471000    0.1436     0
0  38486000    0.0480     1
1  38487000    0.0774     1
2  38494000    0.0056     1
3  38495000    0.0872     1
4  38496000    0.0536     1


      price  quantity  type
0  38482000    0.1927     0
1  38480000    0.0104     0
2  38476000    0.0876     0
